procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 3  0      0 31067268      0 978968    0    0  5308   529 23612 30403 18 15 66  1  0 2024-03-18 19:31:12
 2  0      0 31056676      0 986608    0    0  7008   446 23060 28792 18 15 66  1  0 2024-03-18 19:31:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 6  0      0 31046492      0 993448    0    0  5400   727 23394 30163 18 16 65  1  0 2024-03-18 19:31:14
 4  0      0 31038996      0 998384    0    0  2944   765 24351 31921 17 17 64  1  0 2024-03-18 19:31:15
 4  0      0 31019540      0 1004192    0    0  4704   699 26022 35267 19 17 64  1  0 2024-03-18 19:31:16
 7  0      0 31000420      0 1013996    0    0  8276  1077 31280 45471 23 23 53  1  0 2024-03-18 19:31:17
 5  0      0 30970112      0 1046228    0    0 22252   767 28460 42750 23 22 54  1  0 2024-03-18 19:31:18
 4  0      0 30938492      0 1075352    0    0 27552   735 27057 36070 22 21 55  1  0 2024-03-18 19:31:19
 2  0      0 30941616      0 1081768    0    0  4864   833 24691 31993 20 18 62  1  0 2024-03-18 19:31:20
 3  0      0 30932728      0 1086532    0    0  3716   545 25216 31540 18 16 65  1  0 2024-03-18 19:31:21
 3  1      0 30926572      0 1096360    0    0  6624   608 24488 30994 19 16 65  1  0 2024-03-18 19:31:22
 4  0      0 30916604      0 1104048    0    0  5868   475 25048 32096 19 16 64  1  0 2024-03-18 19:31:23
 2  0      0 30906664      0 1107468    0    0  3348   827 25573 33160 19 17 63  1  0 2024-03-18 19:31:24
 4  0      0 30899648      0 1112736    0    0  3088   569 24052 31252 18 16 65  1  0 2024-03-18 19:31:25
 1  0      0 30885888      0 1116400    0    0  3036  4552 25235 32751 18 18 64  1  0 2024-03-18 19:31:26
 5  0      0 30882172      0 1120676    0    0  3024   508 25263 32848 18 17 65  1  0 2024-03-18 19:31:27
 5  0      0 30886312      0 1125280    0    0  3436   464 24885 31914 18 17 65  1  0 2024-03-18 19:31:28
 2  0      0 30877952      0 1130532    0    0  4096   438 21579 26708 18 14 68  1  0 2024-03-18 19:31:29
 1  0      0 30864996      0 1137440    0    0  6048   447 23930 34712 19 16 64  1  0 2024-03-18 19:31:30
 2  1      0 30853192      0 1143472    0    0  4924   534 25856 38136 18 16 65  1  0 2024-03-18 19:31:31
 4  0      0 30845032      0 1149292    0    0  4192   694 25621 34430 19 17 63  1  0 2024-03-18 19:31:32
 1  0      0 30839128      0 1155508    0    0  4280  3181 25815 32886 18 16 64  1  0 2024-03-18 19:31:33
 5  0      0 30830704      0 1161948    0    0  5428   610 25193 32746 18 16 65  1  0 2024-03-18 19:31:34
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 7  0      0 30823520      0 1167860    0    0  4324   607 23389 29512 18 16 65  1  0 2024-03-18 19:31:35
 3  0      0 30825324      0 1172864    0    0  3780   600 24864 31398 18 16 65  1  0 2024-03-18 19:31:36
 3  0      0 30817272      0 1176992    0    0  2848   764 24688 32530 18 17 65  1  0 2024-03-18 19:31:37
 4  0      0 30809864      0 1182876    0    0  4564   604 20753 26689 17 14 69  1  0 2024-03-18 19:31:38
 6  0      0 30801432      0 1190396    0    0  5636   691 22871 29822 17 15 67  1  0 2024-03-18 19:31:39
 1  0      0 30792056      0 1197180    0    0  5896   603 23114 30133 18 15 66  1  0 2024-03-18 19:31:40
 2  0      0 30783900      0 1202708    0    0  4116   625 21605 28020 17 14 69  1  0 2024-03-18 19:31:41
 1  0      0 30784644      0 1208244    0    0  3480  1139 24616 33472 18 17 64  1  0 2024-03-18 19:31:42
 4  0      0 30777376      0 1212272    0    0  3016   705 26409 33376 17 17 65  1  0 2024-03-18 19:31:43
 3  0      0 30764572      0 1221976    0    0  8000   637 24760 32362 18 15 66  1  0 2024-03-18 19:31:44
 3  0      0 30753180      0 1229228    0    0  5388   670 22156 28443 17 14 68  1  0 2024-03-18 19:31:45
 3  0      0 30748816      0 1235928    0    0  4184   698 22421 27160 16 15 68  1  0 2024-03-18 19:31:46
 3  0      0 30737496      0 1247120    0    0  9568   472 21760 26853 18 16 65  1  0 2024-03-18 19:31:47
 1  0      0 30716140      0 1260316    0    0 12056   437 21511 26966 20 16 63  1  0 2024-03-18 19:31:48
 6  0      0 30694016      0 1279056    0    0  9640   443 22045 27047 20 16 63  1  0 2024-03-18 19:31:49
 5  0      0 30678516      0 1290764    0    0 10960   438 20813 26062 19 16 64  1  0 2024-03-18 19:31:50
 2  0      0 30664896      0 1301976    0    0  9876   471 20832 26287 20 16 64  1  0 2024-03-18 19:31:51
 5  0      0 30649452      0 1323360    0    0 12064   481 21804 26950 21 16 62  1  0 2024-03-18 19:31:52
 3  0      0 30635216      0 1334576    0    0 10524   508 22241 29370 18 15 66  1  0 2024-03-18 19:31:53
 4  0      0 30619180      0 1346200    0    0 10036   662 23811 30193 18 14 67  1  0 2024-03-18 19:31:54
 2  0      0 30598632      0 1360992    0    0 14000   476 23187 30536 19 17 64  1  0 2024-03-18 19:31:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 4  0      0 30596460      0 1373452    0    0 11004 11766 23558 31088 19 16 64  1  0 2024-03-18 19:31:56
 2  0      0 30585040      0 1382572    0    0  7936   434 22019 26267 18 14 67  1  0 2024-03-18 19:31:57
 3  0      0 30575604      0 1390564    0    0  6556   413 23493 29326 18 16 66  1  0 2024-03-18 19:31:58
 2  0      0 30565660      0 1397060    0    0  5920   491 22368 29033 19 18 62  1  0 2024-03-18 19:31:59
 4  0      0 30535876      0 1416904    0    0 18948   360 21616 27074 20 17 62  1  0 2024-03-18 19:32:00
 4  0      0 30533288      0 1425548    0    0  7600   415 22008 27398 19 16 64  1  0 2024-03-18 19:32:01
 4  0      0 30520188      0 1438404    0    0 11516   414 20863 26194 18 13 68  1  0 2024-03-18 19:32:02
 4  0      0 30507824      0 1449792    0    0 10552   416 21381 26928 18 14 67  1  0 2024-03-18 19:32:03
 4  0      0 30497896      0 1458444    0    0  7560   539 23976 30879 18 15 66  1  0 2024-03-18 19:32:04
 3  0      0 30489656      0 1465616    0    0  6016   590 24212 30641 18 15 66  1  0 2024-03-18 19:32:05
 3  0      0 30482336      0 1470332    0    0  3908   482 22373 28081 17 15 68  1  0 2024-03-18 19:32:06
 1  0      0 30468884      0 1476080    0    0  4016   479 22519 29216 17 17 66  1  0 2024-03-18 19:32:07
 1  0      0 30462640      0 1482924    0    0  5664   445 23528 29826 18 15 66  1  0 2024-03-18 19:32:08
 3  0      0 30465792      0 1488692    0    0  4968   451 23746 29323 17 16 66  1  0 2024-03-18 19:32:09
 2  1      0 30454100      0 1499608    0    0  8840   416 22354 27313 17 15 67  1  0 2024-03-18 19:32:10
 3  0      0 30448088      0 1505852    0    0  3960   545 21898 28244 18 15 66  1  0 2024-03-18 19:32:11
 3  0      0 30439664      0 1512384    0    0  5548   444 21607 26261 16 15 68  1  0 2024-03-18 19:32:12
 2  0      0 30427608      0 1519384    0    0  5912   478 24069 30664 18 15 66  1  0 2024-03-18 19:32:13
 4  0      0 30423080      0 1524880    0    0  4228   491 23868 29484 17 15 67  1  0 2024-03-18 19:32:14
 3  0      0 30423268      0 1532040    0    0  5952   415 21719 28567 18 14 68  1  0 2024-03-18 19:32:15
 3  0      0 30410108      0 1539264    0    0  6280   445 23047 29186 18 15 66  1  0 2024-03-18 19:32:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 2  0      0 30399368      0 1546364    0    0  5776   502 22466 28326 20 17 62  1  0 2024-03-18 19:32:17
 2  0      0 30390088      0 1552968    0    0  5320   533 23699 29863 20 18 61  1  0 2024-03-18 19:32:18
 3  1      0 30382600      0 1557772    0    0  3496  4655 23962 29777 20 18 61  1  0 2024-03-18 19:32:19
 5  0      0 30410276      0 1527336    0    0  5796   663 25992 34215 23 22 55  1  0 2024-03-18 19:32:20
 5  1      0 30400112      0 1532672    0    0  3412   780 28587 43702 22 21 57  1  0 2024-03-18 19:32:21
 4  0      0 30380296      0 1545296    0    0  3460   650 24525 32326 21 19 59  1  0 2024-03-18 19:32:22
 1  0      0 30373508      0 1552204    0    0  5140   573 23620 29726 20 18 61  1  0 2024-03-18 19:32:23
 3  0      0 30365292      0 1556392    0    0  3800   756 23544 30175 18 16 65  1  0 2024-03-18 19:32:24
 2  0      0 30357088      0 1561576    0    0  4116   567 23822 30051 17 17 65  1  0 2024-03-18 19:32:25
 2  0      0 30357632      0 1566888    0    0  3536 11900 24405 31082 18 17 64  1  0 2024-03-18 19:32:26
 3  0      0 30367336      0 1572128    0    0  3704   587 24985 32350 18 17 64  1  0 2024-03-18 19:32:27
 3  0      0 30370480      0 1576776    0    0  3432   574 24991 30952 17 16 66  1  0 2024-03-18 19:32:28
 3  0      0 30362164      0 1581860    0    0  4080   512 23611 28806 18 15 67  1  0 2024-03-18 19:32:29
 2  0      0 30354928      0 1587388    0    0  4624   479 21267 26073 17 14 68  1  0 2024-03-18 19:32:30
 5  0      0 30346744      0 1592476    0    0  4440   608 22694 28536 17 15 67  1  0 2024-03-18 19:32:31
 3  1      0 30337216      0 1598760    0    0  4584   553 22596 28757 17 14 67  1  0 2024-03-18 19:32:32
 3  0      0 30331480      0 1603940    0    0  4084   453 21989 25897 17 13 68  1  0 2024-03-18 19:32:33
 1  0      0 30318692      0 1610936    0    0  4020   613 24753 31569 18 16 66  1  0 2024-03-18 19:32:34
 4  0      0 30312316      0 1615152    0    0  3164   642 25138 31770 18 16 65  1  0 2024-03-18 19:32:35
 3  0      0 30307104      0 1620164    0    0  3952   516 23156 28688 17 15 68  1  0 2024-03-18 19:32:36
 2  1      0 30300228      0 1618508    0    0  4188   572 24056 31297 18 16 66  1  0 2024-03-18 19:32:37
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 3  1      0 30299936      0 1623688    0    0  4176   471 23682 29649 17 15 67  1  0 2024-03-18 19:32:38
 4  0      0 30289652      0 1628424    0    0  3860   507 24392 30615 17 15 67  1  0 2024-03-18 19:32:39
 2  1      0 30283452      0 1633996    0    0  3868   438 22057 26004 18 13 68  1  0 2024-03-18 19:32:40
 1  0      0 30273176      0 1641568    0    0  6512   472 22200 27348 18 14 68  1  0 2024-03-18 19:32:41
 4  0      0 30263880      0 1647760    0    0  5144   503 22843 28798 17 15 67  1  0 2024-03-18 19:32:42
 1  0      0 30255596      0 1654312    0    0  5356   501 23548 29732 18 15 67  1  0 2024-03-18 19:32:43
 1  0      0 30248568      0 1658084    0    0  2608   409 21931 26932 17 14 68  1  0 2024-03-18 19:32:44
 2  0      0 30245212      0 1660764    0    0  2048   285 17171 18853 15 10 74  0  0 2024-03-18 19:32:45
 4  0      0 30240444      0 1663792    0    0  2196   344 18926 22279 16 11 72  1  0 2024-03-18 19:32:46
 4  0      0 30226728      0 1669936    0    0  4992   501 23096 28870 20 16 63  1  0 2024-03-18 19:32:47
 4  0      0 30238020      0 1676680    0    0  5656   464 22146 27596 19 16 64  1  0 2024-03-18 19:32:48
 7  0      0 30229144      0 1691648    0    0  5876   539 23938 30795 21 18 61  1  0 2024-03-18 19:32:49
 3  1      0 30215788      0 1697500    0    0  4876   509 22898 29021 20 17 62  1  0 2024-03-18 19:32:50
 3  0      0 30207580      0 1703168    0    0  3712   531 23650 30029 20 18 61  1  0 2024-03-18 19:32:51
 1  0      0 30197604      0 1709764    0    0  5600   529 22865 29989 18 16 65  1  0 2024-03-18 19:32:52
 1  0      0 30183760      0 1715124    0    0  4956   586 24421 32327 18 16 66  1  0 2024-03-18 19:32:53
 4  0      0 30175568      0 1720348    0    0  3424   570 24926 31937 17 16 66  1  0 2024-03-18 19:32:54
 3  0      0 30175164      0 1725440    0    0  3652   937 21345 28562 17 15 67  1  0 2024-03-18 19:32:55
 5  0      0 30163312      0 1730412    0    0  3584   506 23889 33070 17 16 67  1  0 2024-03-18 19:32:56
 4  0      0 30155100      0 1728612    0    0  4280 11274 23463 30547 17 16 65  1  0 2024-03-18 19:32:57
 3  0      0 30157604      0 1733716    0    0  4640   474 23618 29799 18 15 67  1  0 2024-03-18 19:32:58
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 4  0      0 30149516      0 1739892    0    0  4140   475 25012 32051 18 16 66  1  0 2024-03-18 19:32:59
 1  0      0 30162524      0 1747280    0    0  5928   409 22611 27710 18 14 68  1  0 2024-03-18 19:33:00
 2  0      0 30152516      0 1752744    0    0  4768   441 22624 29310 17 15 67  1  0 2024-03-18 19:33:01
 3  0      0 30143900      0 1759504    0    0  5732   470 21841 27650 17 14 68  1  0 2024-03-18 19:33:02
 2  0      0 30143632      0 1766336    0    0  5008   377 20960 26410 16 14 69  1  0 2024-03-18 19:33:03
 1  0      0 30135244      0 1770872    0    0  4056   443 22062 28055 17 15 67  1  0 2024-03-18 19:33:04
 2  0      0 30121940      0 1775544    0    0  3064  4624 24297 31586 18 16 66  1  0 2024-03-18 19:33:05
 2  0      0 30110476      0 1779824    0    0  3320   443 23632 29718 17 15 66  1  0 2024-03-18 19:33:06
 4  0      0 30102592      0 1786164    0    0  4744   445 22006 28727 16 15 68  1  0 2024-03-18 19:33:07
 3  0      0 30097652      0 1790460    0    0  3744   455 22797 28315 17 15 67  1  0 2024-03-18 19:33:08
 3  0      0 30097908      0 1796592    0    0  4128   472 22489 29401 17 15 67  1  0 2024-03-18 19:33:09
 5  0      0 30091448      0 1802568    0    0  5428   442 22648 28795 17 14 67  1  0 2024-03-18 19:33:10
 3  0      0 30081564      0 1809112    0    0  4700   472 23239 28684 18 15 66  1  0 2024-03-18 19:33:11
 2  0      0 30069512      0 1817996    0    0  8316   409 21696 27297 17 14 68  1  0 2024-03-18 19:33:12
 2  0      0 30060724      0 1823748    0    0  4404   538 24781 31439 18 16 66  1  0 2024-03-18 19:33:13
 2  0      0 30053440      0 1828824    0    0  3444   542 22905 28823 17 15 67  1  0 2024-03-18 19:33:14
 4  0      0 30046168      0 1832548    0    0  2852   438 22517 28064 17 15 68  1  0 2024-03-18 19:33:15
 2  0      0 30037008      0 1836912    0    0  3612   538 24001 31647 18 15 67  1  0 2024-03-18 19:33:16
 4  0      0 30028492      0 1842824    0    0  4732   533 23312 29643 20 16 63  1  0 2024-03-18 19:33:17
 4  0      0 30024804      0 1839632    0    0  3552   644 24645 31828 20 19 60  1  0 2024-03-18 19:33:18
 1  0      0 30009932      0 1852580    0    0  3664   606 24582 31959 20 18 61  1  0 2024-03-18 19:33:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 5  0      0 30002680      0 1857140    0    0  3076   647 24881 31975 21 18 60  1  0 2024-03-18 19:33:20
 4  0      0 29985336      0 1872884    0    0  5096   467 23834 30070 19 17 63  1  0 2024-03-18 19:33:21
 5  0      0 29978308      0 1878724    0    0  5136   548 24325 30442 17 15 67  1  0 2024-03-18 19:33:22
 5  0      0 29971436      0 1884760    0    0  4464   409 21419 27629 17 14 68  1  0 2024-03-18 19:33:23
 3  1      0 29960348      0 1890048    0    0  3644   538 24475 30968 18 15 66  1  0 2024-03-18 19:33:24
 6  0      0 29946452      0 1899024    0    0  7976   625 20964 25881 16 13 69  1  0 2024-03-18 19:33:25
 3  0      0 29945792      0 1903352    0    0  3300   634 24044 31688 18 16 66  1  0 2024-03-18 19:33:26
 4  0      0 29946956      0 1908316    0    0  3300 11558 25438 34323 17 17 65  1  0 2024-03-18 19:33:27
 3  0      0 29941576      0 1912444    0    0  2404   608 23655 30125 17 15 67  1  0 2024-03-18 19:33:28
 5  0      0 29937576      0 1916232    0    0  3052   607 22993 29917 17 15 67  1  0 2024-03-18 19:33:29
 1  0      0 29932100      0 1921564    0    0  4148   541 23697 29887 17 16 67  1  0 2024-03-18 19:33:30
 3  0      0 29923988      0 1926680    0    0  3264   563 24800 31144 17 15 66  1  0 2024-03-18 19:33:31
 1  0      0 29919284      0 1931004    0    0  3536   500 23774 30288 17 16 67  1  0 2024-03-18 19:33:32
 1  0      0 29912800      0 1935772    0    0  3536   497 23983 31001 18 15 66  1  0 2024-03-18 19:33:33
 1  0      0 29905336      0 1943752    0    0  6276   442 23141 28101 17 14 68  1  0 2024-03-18 19:33:34
 4  0      0 29898184      0 1943292    0    0  7188   559 23927 29728 17 14 67  1  0 2024-03-18 19:33:35
 3  0      0 29886972      0 1954276    0    0  9220   486 22846 28129 18 14 68  1  0 2024-03-18 19:33:36
 2  0      0 29880000      0 1961592    0    0  6296   508 23110 29639 17 15 67  1  0 2024-03-18 19:33:37
 4  0      0 29881912      0 1966648    0    0  3712   479 24704 33699 17 15 66  1  0 2024-03-18 19:33:38
 6  0      0 29874264      0 1972092    0    0  4504   533 25537 32263 18 15 66  1  0 2024-03-18 19:33:39
 1  0      0 29862440      0 1980572    0    0  7296   479 24123 30817 18 14 67  1  0 2024-03-18 19:33:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 3  0      0 29859888      0 1987916    0    0  5540  3117 23456 28632 18 14 68  1  0 2024-03-18 19:33:41
 3  0      0 29849908      0 1993936    0    0  4668   640 23235 30231 17 16 66  1  0 2024-03-18 19:33:42
 2  0      0 29837732      0 2000700    0    0  5876   497 22791 29370 18 15 66  1  0 2024-03-18 19:33:43
 4  0      0 29824968      0 2009048    0    0  7236   344 21512 25295 18 14 68  1  0 2024-03-18 19:33:44
 1  0      0 29811460      0 2018432    0    0  8140   477 21782 27435 18 14 67  1  0 2024-03-18 19:33:45
 2  0      0 29800292      0 2027816    0    0  7368   411 21594 26816 18 14 68  1  0 2024-03-18 19:33:46
 1  1      0 29791176      0 2036156    0    0  6936   478 21525 26758 20 16 63  1  0 2024-03-18 19:33:47
 6  0      0 29778628      0 2045932    0    0  9004   435 21401 26146 20 16 63  1  0 2024-03-18 19:33:48
 1  0      0 29766836      0 2055072    0    0  7480   606 24003 31312 20 18 61  1  0 2024-03-18 19:33:49
 2  0      0 29757044      0 2061432    0    0  5492   509 22480 29096 20 17 62  1  0 2024-03-18 19:33:50
 3  0      0 29777144      0 2036492    0    0  7060   535 22653 29531 20 19 60  1  0 2024-03-18 19:33:51
 4  0      0 29767600      0 2045176    0    0  7248   485 23070 29542 19 16 63  1  0 2024-03-18 19:33:52
 3  0      0 29754748      0 2056864    0    0 11172   429 23176 29178 20 16 63  1  0 2024-03-18 19:33:53
 3  1      0 29734744      0 2074968    0    0  8212   465 23539 29057 20 17 62  1  0 2024-03-18 19:33:54
 1  0      0 29721728      0 2085812    0    0  9140   629 22139 26750 18 14 67  1  0 2024-03-18 19:33:55
 4  0      0 29730228      0 2084156    0    0  6800   442 21509 26655 18 13 69  1  0 2024-03-18 19:33:56
 4  0      0 29722444      0 2090936    0    0  5160 11173 23811 30146 17 16 66  1  0 2024-03-18 19:33:57
 4  0      0 29717220      0 2095664    0    0  3264   507 22095 27603 17 14 68  1  0 2024-03-18 19:33:58
 2  0      0 29724224      0 2099924    0    0  2912   776 24106 30696 17 16 66  1  0 2024-03-18 19:33:59
 1  0      0 29712892      0 2106932    0    0  5584   470 23441 28925 17 16 66  1  0 2024-03-18 19:34:00
 3  0      0 29705988      0 2111800    0    0  3804   542 23557 30291 17 15 67  1  0 2024-03-18 19:34:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 4  0      0 29700976      0 2116816    0    0  3360   566 24339 31200 18 16 66  1  0 2024-03-18 19:34:02
 4  0      0 29695064      0 2121972    0    0  3652   505 24545 30512 17 15 66  1  0 2024-03-18 19:34:03
 4  0      0 29688312      0 2129096    0    0  6528   471 22772 28799 18 15 67  1  0 2024-03-18 19:34:04
 2  0      0 29672520      0 2144452    0    0 13712   319 18353 22195 17 12 71  1  0 2024-03-18 19:34:05
 2  0      0 29662640      0 2153988    0    0  8936   374 20188 25420 17 13 69  1  0 2024-03-18 19:34:06
 3  0      0 29653168      0 2162688    0    0  7828   453 21206 26998 18 14 67  1  0 2024-03-18 19:34:07
 3  0      0 29639672      0 2175144    0    0 11452   415 21482 26436 17 14 68  1  0 2024-03-18 19:34:08
 4  0      0 29641172      0 2182256    0    0  6188   468 23469 29519 17 15 67  1  0 2024-03-18 19:34:09
 5  0      0 29628736      0 2191516    0    0  7676   475 22234 28526 17 14 68  1  0 2024-03-18 19:34:10
 4  0      0 29614708      0 2200776    0    0  7292   482 22707 28426 18 14 67  1  0 2024-03-18 19:34:11
 2  0      0 29606472      0 2207212    0    0  5240   739 23076 29111 17 15 67  1  0 2024-03-18 19:34:12
 1  1      0 29592716      0 2216640    0    0  7892   482 21893 28017 17 14 68  1  0 2024-03-18 19:34:13
 3  0      0 29576648      0 2230300    0    0 12280   546 20791 25837 17 14 68  1  0 2024-03-18 19:34:14
 3  0      0 29568020      0 2232560    0    0  9160   449 21356 27069 17 14 68  1  0 2024-03-18 19:34:15
 1  0      0 29559236      0 2239512    0    0  5820   711 22855 27890 17 16 67  1  0 2024-03-18 19:34:16
 4  0      0 29544576      0 2249012    0    0  8624  3548 21886 27448 19 15 65  1  0 2024-03-18 19:34:17
 1  0      0 29531196      0 2262524    0    0 11860   369 21280 24518 19 15 66  1  0 2024-03-18 19:34:18
 5  0      0 29520604      0 2271728    0    0  8268   402 21633 25946 20 15 65  1  0 2024-03-18 19:34:19
 2  0      0 29506948      0 2284404    0    0 11836   437 22769 27944 20 16 63  1  0 2024-03-18 19:34:20
 2  0      0 29484752      0 2302984    0    0  9056   480 20207 24106 19 15 65  1  0 2024-03-18 19:34:21
 4  1      0 29472600      0 2314180    0    0 10068   558 19661 23992 20 16 64  1  0 2024-03-18 19:34:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 29414484      0 2370996    0    0 56036   135 10732 10375 14  7 78  0  0 2024-03-18 19:34:23
 1  0      0 29352660      0 2432524    0    0 60988    93 8835 8295 13  6 81  0  0 2024-03-18 19:34:24
 1  0      0 29329436      0 2464496    0    0 32184   445 13148 13150 15  8 77  0  0 2024-03-18 19:34:25
 1  0      0 29305072      0 2488532    0    0 22508   227 14122 14575 15  8 76  1  0 2024-03-18 19:34:26
 4  0      0 29270972      0 2519660    0    0 30996 10363 13133 13576 14  9 77  0  0 2024-03-18 19:34:27
 1  0      0 29229180      0 2561452    0    0 41660   237 11905 13050 15  7 77  0  0 2024-03-18 19:34:28
 1  0      0 29144616      0 2656364    0    0 93752   126 10327 9525 14  7 79  0  0 2024-03-18 19:34:29
 2  1      0 29127368      0 2681468    0    0 24732   438 15962 19915 16 12 72  1  0 2024-03-18 19:34:30
 4  0      0 29116076      0 2688328    0    0  5972   483 22559 27597 18 15 66  1  0 2024-03-18 19:34:31
 4  0      0 29098764      0 2695276    0    0  4940   516 22728 28728 17 16 66  1  0 2024-03-18 19:34:32
 1  0      0 29089916      0 2701688    0    0  5500   482 22792 26733 17 15 67  1  0 2024-03-18 19:34:33
 1  0      0 29080172      0 2709704    0    0  7116   516 23040 29692 18 15 66  1  0 2024-03-18 19:34:34
 1  0      0 29079740      0 2718308    0    0  6936   441 22002 27349 18 15 67  1  0 2024-03-18 19:34:35
 5  0      0 29067456      0 2725880    0    0  5968   445 22917 27624 18 15 67  1  0 2024-03-18 19:34:36
 4  0      0 29057964      0 2734680    0    0  7380   449 21943 28126 18 14 68  1  0 2024-03-18 19:34:37
 1  0      0 29046520      0 2743440    0    0  7608   420 22255 27169 17 14 68  1  0 2024-03-18 19:34:38
 4  1      0 29035300      0 2752184    0    0  8248   473 21906 27790 17 13 69  1  0 2024-03-18 19:34:39
 4  0      0 29025120      0 2761004    0    0  6704   476 23183 28817 18 14 67  1  0 2024-03-18 19:34:40
 1  0      0 29031908      0 2763872    0    0 10104   400 21797 26049 18 13 68  1  0 2024-03-18 19:34:41
 3  1      0 29015668      0 2773184    0    0  9088   430 22052 29374 18 14 67  1  0 2024-03-18 19:34:42
 1  0      0 28998516      0 2783256    0    0  7752   540 22824 29671 18 14 67  1  0 2024-03-18 19:34:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 1  0      0 28993068      0 2792280    0    0  7856   505 22399 28295 17 14 68  1  0 2024-03-18 19:34:44
 3  0      0 28980968      0 2802284    0    0  8968   442 22009 27573 17 14 68  1  0 2024-03-18 19:34:45
 1  0      0 28969644      0 2810580    0    0  7292   479 23309 28524 18 15 66  1  0 2024-03-18 19:34:46
 2  0      0 28954100      0 2818032    0    0  5996   569 22637 28098 20 18 62  1  0 2024-03-18 19:34:47
 2  0      0 28940660      0 2830196    0    0 10928  2522 21408 26370 20 15 64  1  0 2024-03-18 19:34:48
 4  0      0 28928352      0 2839708    0    0  8692   526 23253 29120 20 17 62  1  0 2024-03-18 19:34:49
 2  0      0 28908172      0 2858224    0    0  9388   460 22488 26857 20 17 63  1  0 2024-03-18 19:34:50
 1  0      0 28893412      0 2870256    0    0 10304   491 21426 27850 20 16 63  1  0 2024-03-18 19:34:51
 1  0      0 28881576      0 2881104    0    0  9100   525 23210 29229 20 15 64  1  0 2024-03-18 19:34:52
 1  0      0 28867440      0 2891660    0    0  9888   385 20910 24777 18 12 70  1  0 2024-03-18 19:34:53
 4  0      0 28853576      0 2903068    0    0  9844   380 21206 26151 18 13 69  1  0 2024-03-18 19:34:54
 4  0      0 28844816      0 2909332    0    0  6252   753 22817 28264 17 15 67  1  0 2024-03-18 19:34:55
 2  0      0 28835420      0 2917916    0    0  6644   476 22274 27617 18 14 68  1  0 2024-03-18 19:34:56
 4  0      0 28825688      0 2923396    0    0  5076 10030 22824 28807 17 15 67  1  0 2024-03-18 19:34:57
 1  0      0 28816744      0 2931824    0    0  6560   479 23569 28458 17 15 67  1  0 2024-03-18 19:34:58
 3  1      0 28803356      0 2941380    0    0  8520   414 21754 27859 17 14 68  1  0 2024-03-18 19:34:59
 3  0      0 28805936      0 2950548    0    0  7636   500 22082 27970 18 14 67  1  0 2024-03-18 19:35:00
 2  0      0 28797944      0 2957156    0    0  6100   508 23168 28881 18 14 67  1  0 2024-03-18 19:35:01
 4  0      0 28790716      0 2955996    0    0  5812   501 23732 29285 17 15 66  1  0 2024-03-18 19:35:02
 3  0      0 28792400      0 2964660    0    0  7504   946 23537 28277 18 15 67  1  0 2024-03-18 19:35:03
 5  0      0 28789800      0 2972408    0    0  5904   478 23547 28447 17 15 68  1  0 2024-03-18 19:35:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 EDT
 5  0      0 28781996      0 2983508    0    0  9376   480 21852 27372 17 14 68  1  0 2024-03-18 19:35:05
